罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/1/9,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/1/18,10,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/3/17,11,その他,その他,20歳代,大学生,施錠した
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/4/17,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/6/5,10,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/6/16,10,駐車（輪）場,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/6/17,21,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/6/19,13,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/6/30,23,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/7/5,7,４階建て以上共同住宅,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/7/23,16,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/8/9,19,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/8/11,17,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/8/27,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/9/29,14,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋４丁目,2022/12/14,11,道路上,その他,10歳代,中学生,施錠した
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋５丁目,2022/3/20,8,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,東船橋５丁目,2022/3/23,9,その他,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠した
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,宮本１丁目,2022/2/27,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,宮本１丁目,2022/9/3,23,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,宮本１丁目,2022/11/28,3,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,宮本６丁目,2022/1/7,7,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,宮本６丁目,2022/1/15,16,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,宮本８丁目,2022/2/28,0,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,宮本８丁目,2022/4/19,9,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,宮本８丁目,2022/6/22,16,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,宮本８丁目,2022/6/23,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,船橋,宮本交番,122041,千葉県,船橋市,宮本８丁目,2022/9/3,21,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,海神２丁目,2022/7/17,8,その他,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,海神２丁目,2022/7/26,15,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,海神２丁目,2022/9/11,23,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,海神３丁目,2022/6/11,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,海神５丁目,2022/11/1,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,海神５丁目,2022/11/2,15,一戸建住宅,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,北本町２丁目,2022/6/11,22,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,北本町２丁目,2022/11/4,23,一戸建住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,夏見２丁目,2022/5/17,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,夏見２丁目,2022/7/29,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,夏見２丁目,2022/9/22,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,夏見３丁目,2021/12/18,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,夏見３丁目,2022/8/10,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,前貝塚町,2021/11/16,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠した
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,前貝塚町,2021/12/26,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,前貝塚町,2022/4/9,17,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,前貝塚町,2022/7/4,13,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,前貝塚町,2022/7/11,1,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,前貝塚町,2022/8/23,17,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,前貝塚町,2022/11/8,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,前貝塚町,2022/12/1,8,一戸建住宅,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,前貝塚町,2022/12/14,19,一戸建住宅,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,山手１丁目,2022/2/27,16,その他,駐車（輪）場,10歳未満,小学生,施錠した
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,山手１丁目,2022/2/28,16,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,山手１丁目,2022/8/5,8,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,山手１丁目,2022/8/16,8,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,山手１丁目,2022/8/19,18,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,山手１丁目,2022/11/2,15,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,山手１丁目,2022/11/13,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,山手２丁目,2021/8/1,17,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,山手２丁目,2022/2/12,22,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,山手２丁目,2022/8/11,5,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,山手３丁目,2022/1/8,14,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,新船橋駅前交番,122041,千葉県,船橋市,山手３丁目,2022/5/5,19,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,米ケ崎町,2022/6/28,17,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,夏見１丁目,2022/10/31,4,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,夏見１丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,夏見７丁目,2021/12/30,15,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,夏見７丁目,2022/10/7,21,道路上,その他,10歳代,大学生,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋２丁目,2022/1/29,22,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋２丁目,2022/3/1,6,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋２丁目,2022/6/6,21,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋２丁目,2022/6/15,11,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋２丁目,2022/6/25,12,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋２丁目,2022/7/15,2,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋２丁目,2022/7/22,8,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋２丁目,2022/9/25,7,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋２丁目,2022/10/7,13,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋２丁目,2022/10/10,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋２丁目,2022/12/21,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋３丁目,2022/1/1,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋３丁目,2022/6/25,11,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋３丁目,2022/8/11,13,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋３丁目,2022/9/1,17,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋３丁目,2022/9/7,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋３丁目,2022/11/7,16,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋３丁目,2022/11/19,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋４丁目,2022/3/12,12,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋４丁目,2022/7/6,16,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,東船橋４丁目,2022/7/18,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,宮本６丁目,2022/10/19,20,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,駿河台１丁目,2022/11/4,6,一戸建住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,東船橋駅前交番,122041,千葉県,船橋市,駿河台２丁目,2022/12/3,18,一戸建住宅,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,船橋,法典交番,122041,千葉県,船橋市,旭町２丁目,2022/9/4,22,一戸建住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,船橋,法典交番,122041,千葉県,船橋市,上山町３丁目,2022/8/30,19,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,法典交番,122041,千葉県,船橋市,丸山５丁目,2022/12/21,19,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,船橋,法典交番,122041,千葉県,船橋市,藤原３丁目,2022/3/26,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,船橋,法典交番,122041,千葉県,船橋市,藤原３丁目,2022/4/2,20,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,船橋,法典交番,122041,千葉県,船橋市,藤原６丁目,2022/9/22,19,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,法典交番,122041,千葉県,船橋市,藤原６丁目,2022/11/22,18,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,法典交番,122041,千葉県,船橋市,馬込西３丁目,2022/12/2,19,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町１丁目,2022/4/28,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/2/3,8,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/2/28,8,４階建て以上共同住宅,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/3/4,20,その他,その他,60-64歳,その他,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/3/13,12,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/3/27,10,その他,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/3/31,9,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/4/1,17,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/5/7,18,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/5/9,18,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/5/30,20,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/5/31,16,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/6/29,16,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/6/29,17,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/7/12,16,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/7/14,11,道路上,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/7/26,15,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/7/30,11,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/7/30,13,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/7/30,14,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/7/30,15,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/8/18,18,その他,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/9/2,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/9/10,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/9/12,20,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/10/2,20,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/10/15,21,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/10/22,19,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/12/6,18,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/12/25,17,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,浜町２丁目,2022/12/25,18,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,東船橋４丁目,2022/4/17,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,宮本２丁目,2022/4/15,18,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,宮本２丁目,2022/6/25,15,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,宮本３丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,宮本４丁目,2022/4/30,10,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,宮本４丁目,2022/10/15,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,宮本６丁目,2022/5/9,7,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,宮本９丁目,2022/6/2,18,その他,その他,30歳代,その他,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,宮本９丁目,2022/8/13,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,若松１丁目,2022/5/18,13,その他,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,若松２丁目,2021/12/26,14,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,若松２丁目,2022/1/12,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,若松２丁目,2022/1/25,7,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,若松２丁目,2022/6/8,17,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,若松２丁目,2022/10/2,15,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,若松２丁目,2022/10/16,23,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,船橋,浜町交番,122041,千葉県,船橋市,若松２丁目,2022/11/2,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神１丁目,2022/4/14,7,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神１丁目,2022/7/31,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神１丁目,2022/10/13,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神２丁目,2022/4/6,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神３丁目,2021/12/24,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神５丁目,2022/8/16,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神６丁目,2022/7/4,2,一戸建住宅,その他,30歳代,その他,施錠した
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神６丁目,2022/7/5,11,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神６丁目,2022/9/1,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神６丁目,2022/9/28,15,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神６丁目,不明,不明,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神町西１丁目,2022/3/8,17,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神町西１丁目,2022/8/18,23,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神町南１丁目,2022/2/5,22,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神町南１丁目,2022/3/4,16,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋,海神交番,122041,千葉県,船橋市,海神町南１丁目,2022/7/26,0,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
